0, 1.5, 0, 0, 0, 0.0001, 0
3.59811e-05, 1.5001, 0, 0, 0, 3.59811e-05, 1
8.15745e-05, 1.50021, 0, 0, 3.59811e-05, 4.55934e-05, 1
0.000127286, 1.5003, 0, 0, 8.15745e-05, 4.57119e-05, 1
0.000173494, 1.50038, 0, 0, 0.000127286, 4.62079e-05, 1
0.000220263, 1.50045, 0, 0, 0.000173494, 4.6769e-05, 1
0.000267677, 1.50051, 0, 0, 0.000220263, 4.74137e-05, 1
0.000315828, 1.50056, 0, 0, 0.000267677, 4.81506e-05, 1
0.000364817, 1.5006, 0, 0, 0.000315828, 4.89892e-05, 1
0.000414756, 1.50063, 0, 0, 0.000364817, 4.99395e-05, 1
0.000465769, 1.50066, 0, 0, 0.000414756, 5.10126e-05, 1
0.000517989, 1.50068, 0, 0, 0.000465769, 5.222e-05, 1
0.000571563, 1.50071, 0, 0, 0.000517989, 5.35743e-05, 1
0.000626652, 1.50072, 0, 0, 0.000571563, 5.50893e-05, 1
0.000683432, 1.50074, 0, 0, 0.000626652, 5.67798e-05, 1
0.000742095, 1.50075, 0, 0, 0.000683432, 5.86626e-05, 1
0.000802851, 1.50076, 0, 0, 0.000742095, 6.07566e-05, 1
0.000865935, 1.50077, 0, 0, 0.000802851, 6.30832e-05, 1
0.000931602, 1.50077, 0, 0, 0.000865935, 6.56675e-05, 1
0.00100014, 1.50078, 0, 0, 0.000931602, 6.85389e-05, 1
0.00107187, 1.50078, 0, 0, 0.00100014, 7.17323e-05, 1
0.00114716, 1.50079, 0, 0, 0.00107187, 7.52895e-05, 1
0.00122642, 1.50079, 0, 0, 0.00114716, 7.92614e-05, 1
0.00131013, 1.50079, 0, 0, 0.00122642, 8.37098e-05, 1
0.00139885, 1.50079, 0, 0, 0.00131013, 8.87113e-05, 1
0.00149321, 1.5008, 0, 0, 0.00139885, 9.43614e-05, 1
0.00159399, 1.5008, 0, 0, 0.00149321, 0.00010078, 1
0.00170211, 1.5008, 0, 0, 0.00159399, 0.00010812, 1
