0, 1.5, 0, 0, 0, 0.0001, 0
5.12e-05, 1.50014, 0, 0, 0, 8e-05, 0
9.83411e-05, 1.50025, 0, 0, 0, 6.4e-05, 0
0.000146559, 1.50034, 0, 0, 0, 5.12e-05, 1
0.000193968, 1.50041, 0, 0, 5.12e-05, 4.71411e-05, 1
0.000241733, 1.50048, 0, 0, 9.83411e-05, 4.82177e-05, 1
0.000289598, 1.50053, 0, 0, 0.000146559, 4.74097e-05, 1
0.000337914, 1.50057, 0, 0, 0.000193968, 4.77648e-05, 1
0.000386738, 1.50061, 0, 0, 0.000241733, 4.7865e-05, 1
0.000436248, 1.50064, 0, 0, 0.000289598, 4.83161e-05, 1
0.00048656, 1.50067, 0, 0, 0.000337914, 4.88238e-05, 1
0.000537819, 1.50069, 0, 0, 0.000386738, 4.95095e-05, 1
0.000590161, 1.50071, 0, 0, 0.000436248, 5.03124e-05, 1
0.000643731, 1.50073, 0, 0, 0.00048656, 5.12594e-05, 1
0.000698679, 1.50074, 0, 0, 0.000537819, 5.23416e-05, 1
0.000755165, 1.50075, 0, 0, 0.000590161, 5.35696e-05, 1
0.000813362, 1.50076, 0, 0, 0.000643731, 5.4948e-05, 1
0.000873451, 1.50077, 0, 0, 0.000698679, 5.64868e-05, 1
0.000935633, 1.50078, 0, 0, 0.000755165, 5.81964e-05, 1
0.00100012, 1.50078, 0, 0, 0.000813362, 6.00897e-05, 1
0.00106716, 1.50078, 0, 0, 0.000873451, 6.21815e-05, 1
0.001137, 1.50079, 0, 0, 0.000935633, 6.44897e-05, 1
0.00120994, 1.50079, 0, 0, 0.00100012, 6.70349e-05, 1
0.0012863, 1.50079, 0, 0, 0.00106716, 6.98417e-05, 1
0.00136645, 1.50079, 0, 0, 0.001137, 7.2939e-05, 1
0.0014508, 1.5008, 0, 0, 0.00120994, 7.63613e-05, 1
0.00153984, 1.5008, 0, 0, 0.0012863, 8.01499e-05, 1
0.0016341, 1.5008, 0, 0, 0.00136645, 8.43544e-05, 1
0.00173424, 1.5008, 0, 0, 0.0014508, 8.90351e-05, 1
0.00184099, 1.5008, 0, 0, 0.00153984, 9.42651e-05, 1
0.00195526, 1.5008, 0, 0, 0.0016341, 0.000100135, 1
0.00207811, 1.5008, 0, 0, 0.00173424, 0.000106756, 1
0.00221084, 1.5008, 0, 0, 0.00184099, 0.000114268, 1
0.00235503, 1.5008, 0, 0, 0.00195526, 0.000122849, 1
0.00251267, 1.5008, 0, 0, 0.00207811, 0.000132725, 1
0.00268627, 1.5008, 0, 0, 0.00221084, 0.000144192, 1
0.00287906, 1.5008, 0, 0, 0.00235503, 0.000157641, 1
0.00309528, 1.5008, 0, 0, 0.00251267, 0.000173603, 1
0.00334064, 1.5008, 0, 0, 0.00268627, 0.00019279, 1
0.00362306, 1.5008, 0, 0, 0.00287906, 0.000216221, 1
0.00395387, 1.5008, 0, 0, 0.00309528, 0.000245362, 1
0.00435007, 1.5008, 0, 0, 0.00334064, 0.000282415, 1
0.0048387, 1.5008, 0, 0, 0.00362306, 0.00033081, 1
0.00546726, 1.5008, 0, 0, 0.00395387, 0.0003962, 1
0.00634257, 1.5008, 0, 0, 0.00435007, 0.00048863, 1
0.00769788, 1.5008, 0, 0, 0.0048387, 0.000628565, 1
0.00916144, 1.5008, 0, 0, 0.00546726, 0.000875306, 1
0.0101663, 1.5008, 0, 0, 0.00634257, 0.00135531, 1
0.0110782, 1.50079, 0, 0, 0.00769788, 0.00146356, 1
0.0119304, 1.50079, 0, 0, 0.00916144, 0.00125602, 0
0.0127573, 1.50079, 0, 0, 0.00916144, 0.00100481, 1
0.0135911, 1.50079, 0, 0, 0.0101663, 0.000911908, 1
0.014452, 1.50079, 0, 0, 0.0110782, 0.000852274, 1
0.0153423, 1.50079, 0, 0, 0.0119304, 0.000826814, 1
0.0162499, 1.50079, 0, 0, 0.0127573, 0.000833833, 1
0.0171588, 1.50079, 0, 0, 0.0135911, 0.000860937, 1
0.0180575, 1.50079, 0, 0, 0.014452, 0.000890249, 1
0.0189429, 1.50079, 0, 0, 0.0153423, 0.000907623, 1
0.0198185, 1.50079, 0, 0, 0.0162499, 0.000908893, 1
0.0206908, 1.50079, 0, 0, 0.0171588, 0.00089874, 1
0.0215659, 1.50079, 0, 0, 0.0180575, 0.000885368, 1
0.0224465, 1.50079, 0, 0, 0.0189429, 0.00087557, 1
0.0233322, 1.50079, 0, 0, 0.0198185, 0.000872368, 1
0.0242205, 1.50079, 0, 0, 0.0206908, 0.00087505, 1
0.0251085, 1.50079, 0, 0, 0.0215659, 0.000880615, 1
0.0259943, 1.50079, 0, 0, 0.0224465, 0.000885725, 1
0.0268777, 1.50079, 0, 0, 0.0233322, 0.000888276, 1
0.0277595, 1.50079, 0, 0, 0.0242205, 0.000887961, 1
0.028641, 1.50079, 0, 0, 0.0251085, 0.000885833, 1
0.0295232, 1.50079, 0, 0, 0.0259943, 0.0008834, 1
0.0304064, 1.50079, 0, 0, 0.0268777, 0.000881815, 1
0.0312906, 1.50079, 0, 0, 0.0277595, 0.000881497, 1
0.032175, 1.50079, 0, 0, 0.028641, 0.000882182, 1
0.0330594, 1.50079, 0, 0, 0.0295232, 0.000883255, 1
0.0339433, 1.50079, 0, 0, 0.0304064, 0.000884125, 1
0.0348267, 1.50079, 0, 0, 0.0312906, 0.000884477, 1
0.0357099, 1.50079, 0, 0, 0.032175, 0.000884322, 1
0.0365931, 1.50078, 0, 0, 0.0330594, 0.00088389, 1
0.0374765, 1.50078, 0, 0, 0.0339433, 0.000883457, 1
0.03836, 1.50078, 0, 0, 0.0348267, 0.000883213, 1
0.0392438, 1.50078, 0, 0, 0.0357099, 0.000883203, 1
0.0401275, 1.50078, 0, 0, 0.0365931, 0.000883359, 1
0.0410112, 1.50078, 0, 0, 0.0374765, 0.000883559, 1
0.0418948, 1.50078, 0, 0, 0.03836, 0.000883704, 1
0.0427784, 1.50078, 0, 0, 0.0392438, 0.000883747, 1
0.0436619, 1.50078, 0, 0, 0.0401275, 0.000883703, 1
0.0445454, 1.50078, 0, 0, 0.0410112, 0.000883619, 1
0.0454289, 1.50078, 0, 0, 0.0418948, 0.000883544, 1
0.0463125, 1.50078, 0, 0, 0.0427784, 0.000883509, 1
0.0471961, 1.50078, 0, 0, 0.0436619, 0.000883516, 1
0.0480798, 1.50078, 0, 0, 0.0445454, 0.00088355, 1
0.0489634, 1.50078, 0, 0, 0.0454289, 0.000883587, 1
0.0498469, 1.50078, 0, 0, 0.0463125, 0.000883611, 1
0.0507305, 1.50078, 0, 0, 0.0471961, 0.000883615, 1
0.0516141, 1.50078, 0, 0, 0.0480798, 0.000883605, 1
0.0524977, 1.50078, 0, 0, 0.0489634, 0.00088359, 1
0.0533813, 1.50078, 0, 0, 0.0498469, 0.000883578, 1
0.0542649, 1.50078, 0, 0, 0.0507305, 0.000883574, 1
0.0551484, 1.50078, 0, 0, 0.0516141, 0.000883577, 1
0.056032, 1.50078, 0, 0, 0.0524977, 0.000883584, 1
0.0569156, 1.50078, 0, 0, 0.0533813, 0.000883591, 1
0.0577992, 1.50078, 0, 0, 0.0542649, 0.000883596, 1
0.0586828, 1.50078, 0, 0, 0.0551484, 0.000883596, 1
0.0595664, 1.50078, 0, 0, 0.056032, 0.000883595, 1
0.06045, 1.50078, 0, 0, 0.0569156, 0.000883592, 1
0.0613336, 1.50077, 0, 0, 0.0577992, 0.000883591, 1
0.0622172, 1.50077, 0, 0, 0.0586828, 0.000883591, 1
0.0631008, 1.50077, 0, 0, 0.0595664, 0.000883593, 1
0.0639844, 1.50077, 0, 0, 0.06045, 0.000883595, 1
0.064868, 1.50077, 0, 0, 0.0613336, 0.000883597, 1
0.0657516, 1.50077, 0, 0, 0.0622172, 0.000883598, 1
0.0666352, 1.50077, 0, 0, 0.0631008, 0.000883599, 1
0.0675188, 1.50077, 0, 0, 0.0639844, 0.000883599, 1
0.0684024, 1.50077, 0, 0, 0.064868, 0.000883599, 1
0.069286, 1.50077, 0, 0, 0.0657516, 0.000883599, 1
0.0701696, 1.50077, 0, 0, 0.0666352, 0.0008836, 1
0.0710532, 1.50077, 0, 0, 0.0675188, 0.000883601, 1
